runner_id,age,gender,previous_marathon_count,training_program,personal_best_minutes,weekly_mileage_km
R019143,18,Non-binary,2,Intermediate,234,23.5
R068397,23,Male,1,Intermediate,245,20
R097054,47,Female,1,Beginner,286,20
R060899,49,Male,4,Advanced,198,20
R088367,22,Male,3,Beginner,278,30.6
R083597,38,Female,2,Beginner,299,20
R012276,32,Male,3,Beginner,335,20
R069188,32,Male,3,Intermediate,258,35.6
R045032,33,Female,1,Intermediate,225,41.7
R019900,21,Male,3,Intermediate,256,34.6
R010016,35,Male,4,Advanced,232,20
R049725,18,Female,1,Intermediate,245,23.7
R086990,22,Male,1,Beginner,292,28.9
R084621,23,Male,1,Beginner,289,20
R064159,63,Male,1,Advanced,229,20.5
R078910,35,Female,4,Beginner,302,20
R015885,45,Female,0,Advanced,,51.2
R041191,33,Male,1,Beginner,363,20
R071157,62,Male,0,Intermediate,,23.8
R035613,48,Male,2,Intermediate,237,20
R052210,42,Female,3,Intermediate,240,24.6
R035348,60,Female,3,Intermediate,269,21.5
R004323,41,Female,0,Advanced,,51.6
R031405,33,Female,1,Intermediate,251,22.8
R012113,60,Female,1,Intermediate,266,49.4
R081264,18,Female,3,Advanced,229,20
R032870,38,Female,4,Beginner,237,28.7
R037277,27,Female,1,Beginner,275,20
R066964,50,Male,3,Advanced,228,84.3
R067510,50,Female,2,Intermediate,235,20
R075617,30,Female,2,Intermediate,215,25
R004538,24,Male,2,Beginner,284,20
R007912,20,Female,2,Beginner,313,25.6
R039948,37,Male,2,Beginner,314,20
R019005,25,Female,3,Beginner,272,28
R062472,41,Male,2,Advanced,236,46.9
R049161,59,Female,4,Beginner,267,20
R057374,31,Male,0,Intermediate,,20
R012724,32,Male,4,Intermediate,246,34.3
R036860,54,Male,1,Intermediate,295,20
R090773,61,Non-binary,1,Beginner,319,23.1
R070719,25,Female,0,Intermediate,,30
R084263,62,Male,3,Intermediate,243,69
R032418,28,Female,2,Intermediate,251,20
R035459,28,Male,2,Beginner,287,20
R025149,40,Non-binary,1,Beginner,264,20
R011912,46,Female,1,Beginner,307,43.1
R000013,53,Female,6,Beginner,286,30.3
R056854,25,Female,1,Advanced,231,27.5
R098913,24,Female,2,Intermediate,246,20
R046738,21,Female,5,Intermediate,257,50.5
R010504,41,Male,0,Intermediate,,28.7
R053273,18,Female,3,Advanced,269,64.3
R027995,42,Male,3,Intermediate,256,27.2
R085633,19,Male,4,Advanced,217,23.4
R046960,52,Male,0,Intermediate,,62.1
R069648,42,Non-binary,1,Intermediate,287,20
R000036,61,Male,1,Beginner,240,28.9
R095131,33,Male,3,Beginner,295,26.3
R029194,40,Male,6,Intermediate,199,20
R003299,31,Male,2,Beginner,263,20
R026320,20,Female,3,Advanced,220,20
R013599,18,Female,0,Beginner,,29.2
R079106,60,Female,3,Beginner,271,30.4
R013013,52,Non-binary,1,Beginner,296,20
R028402,19,Female,2,Beginner,292,20
R093406,43,Non-binary,2,Beginner,295,20
R029342,60,Male,6,Beginner,273,109.9953796
R097985,52,Male,3,Beginner,338,20
R016802,23,Male,1,Intermediate,225,40.4
R085993,28,Male,2,Beginner,325,20
R005713,61,Male,4,Beginner,267,20
R051706,35,Male,2,Beginner,323,26.3
R082218,60,Non-binary,1,Intermediate,242,26.8
R048515,34,Female,1,Intermediate,260,20
R085266,23,Female,1,Beginner,277,20
R071138,40,Female,1,Beginner,230,36.9
R023870,49,Male,2,Advanced,221,43.2
R015379,45,Male,0,Beginner,,20
R084589,48,Male,1,Beginner,280,20
R060382,23,Female,2,Intermediate,231,47.8
R036270,56,Male,3,Beginner,223,27.8
R010735,21,Female,2,Beginner,269,47.1
R077957,27,Female,2,Intermediate,231,112.5501574
R068619,34,Male,0,Beginner,,20
R023538,22,Female,4,Beginner,290,20
R015178,31,Female,4,Beginner,301,20
R049448,24,Male,0,Beginner,,29.2
R050552,59,Male,1,Intermediate,233,20
R085185,46,Male,3,Advanced,252,52.5
R016451,53,Male,4,Beginner,231,20
R063204,65,Non-binary,2,Intermediate,263,33.5
R078577,64,Female,3,Intermediate,285,42.1
R036316,38,Female,3,Beginner,272,20
R045903,31,Male,2,Intermediate,252,20
R056881,54,Male,3,Intermediate,237,20
R010385,41,Male,1,Beginner,254,26.7
R057588,35,Male,2,Intermediate,278,50.7
R006551,23,Female,2,Intermediate,282,20
R046992,50,Female,1,Beginner,273,31.3
R080620,42,Female,1,Beginner,328,20
R099596,36,Male,2,Beginner,268,20
R003415,25,Male,1,Beginner,285,20
R073607,54,Female,1,Beginner,308,21.6
R045445,39,Non-binary,1,Advanced,225,20
R074680,55,Male,4,Beginner,257,20
R015155,24,Non-binary,0,Beginner,,20
R026465,50,Female,1,Beginner,274,20
R097620,42,Male,1,Beginner,286,20
R022328,30,Female,0,Intermediate,,20
R033195,47,Male,6,Intermediate,256,20
R004483,28,Female,4,Intermediate,249,34.3
R070161,60,Male,0,Beginner,,20
R073454,44,Male,4,Beginner,261,20
R016086,38,Non-binary,1,Beginner,281,70.1
R033937,35,Female,0,Advanced,,39.3
R061175,43,Female,3,Beginner,244,20
R041991,21,Female,1,Beginner,301,20
R064499,61,Female,2,Beginner,313,31.1
R054565,18,Male,1,Intermediate,285,30.7
R075498,20,Female,1,Intermediate,281,20
R065674,63,Male,1,Intermediate,253,51.1
R077689,52,Female,2,Beginner,300,20.7
R040519,20,Female,0,Beginner,,20
R043380,60,Female,1,Advanced,212,20
R094767,28,Female,1,Intermediate,265,23.3
R093074,44,Male,0,Beginner,,20
R024528,33,Female,1,Beginner,298,25.2
R086864,64,Non-binary,0,Beginner,,40.9
R098217,37,Female,4,Beginner,274,20
R080789,59,Male,0,Beginner,,20
R071550,51,Female,2,Beginner,283,20
R055301,42,Male,3,Beginner,292,20
R015418,19,Female,3,Beginner,267,20
R057670,27,Male,0,Beginner,,36
R084522,43,Female,2,Beginner,284,20
R010525,28,Female,1,Beginner,240,20
R023425,48,Female,1,Beginner,269,20
R068129,63,Male,1,Beginner,251,20
R056079,24,Female,0,Beginner,,104.1792781
R044372,36,Male,3,Beginner,222,24.1
R087175,58,Male,1,Advanced,236,20
R011385,29,Female,1,Beginner,331,29.6
R040022,40,Male,2,Intermediate,224,24.2
R072802,44,Male,2,Beginner,299,23.7
R052651,31,Male,2,Advanced,229,108.5792629
R043835,43,Male,3,Beginner,275,20
R043669,27,Female,1,Advanced,228,26.6
R047879,40,Female,0,Beginner,,20
R094493,32,Female,3,Advanced,182,44.5
R013937,35,Female,1,Beginner,261,20
R066457,43,Male,1,Intermediate,264,28
R063625,63,Male,1,Intermediate,269,38.6
R085960,42,Male,1,Beginner,303,20
R069855,34,Male,0,Beginner,,28
R091689,23,Female,1,Advanced,255,44.6
R062673,36,Female,4,Advanced,265,25.4
R011472,30,Male,2,Intermediate,279,20
R041386,57,Female,2,Advanced,220,20
R093829,53,Female,4,Intermediate,206,25.8
R079088,54,Male,1,Beginner,273,20
R005122,49,Male,3,Intermediate,237,20
R075021,60,Female,2,Intermediate,239,20
R000402,33,Male,3,Beginner,275,20
R014850,58,Male,1,Intermediate,246,21.2
R007712,59,Female,1,Advanced,219,42.9
R053282,32,Female,3,Beginner,250,20
R067157,21,Male,0,Intermediate,,20
R069236,56,Female,1,Beginner,232,25.8
R042038,22,Female,3,Beginner,301,45.2
R003618,30,Male,3,Intermediate,263,23
R070677,52,Male,1,Intermediate,304,48
R056817,30,Female,4,Beginner,289,20
R048358,36,Female,0,Beginner,,20
R082783,56,Male,0,Advanced,,39
R075361,44,Female,1,Beginner,280,23.6
R004630,46,Male,4,Beginner,249,20
R087521,43,Female,4,Intermediate,248,60.4
R060520,23,Male,4,Intermediate,267,25.8
R004282,43,Male,1,Advanced,273,51.5
R085026,35,Female,1,Intermediate,282,37.3
R082335,59,Male,3,Beginner,270,27.4
R055918,57,Female,1,Intermediate,255,119.5080773
R046764,63,Female,2,Advanced,241,34.7
R031381,37,Male,2,Beginner,297,28.6
R065377,62,Female,0,Advanced,,20
R005835,51,Female,3,Beginner,259,36.1
R074583,40,Female,3,Beginner,279,30.8
R065877,52,Male,1,Beginner,261,105.5329573
R097992,54,Male,4,Advanced,205,20.2
R074335,55,Female,0,Beginner,,20
R001590,30,Female,3,Beginner,323,20
R079711,28,Female,2,Beginner,265,20
R083269,53,Female,2,Beginner,261,20
R016511,29,Male,0,Advanced,,20
R019940,22,Female,3,Beginner,239,20
R090049,24,Non-binary,1,Intermediate,269,20
R075444,51,Female,3,Beginner,307,20
R012799,37,Male,0,Beginner,,20
R074092,23,Female,4,Beginner,259,20
R024114,54,Male,2,Beginner,281,40.6
R088196,30,Female,2,Advanced,181,26.2
R011326,38,Female,2,Advanced,173,39.4
R021057,64,Female,1,Intermediate,242,37.2
R072078,61,Male,3,Intermediate,250,42.4
R046297,64,Female,0,Advanced,,20
R025281,56,Male,2,Advanced,242,36.9
R069867,49,Male,1,Intermediate,219,51.4
R089599,54,Female,3,Advanced,257,23.8
R089109,34,Male,0,Beginner,,115.18082
R072737,18,Female,2,Beginner,244,25.3
R082709,28,Male,3,Beginner,243,22.3
R032788,36,Female,4,Beginner,295,46.4
R093092,59,Male,0,Beginner,,20
R098344,60,Male,2,Intermediate,270,20
R013701,45,Male,1,Beginner,290,20
R071112,49,Female,1,Beginner,323,20
R082937,55,Male,2,Intermediate,259,32
R023206,30,Male,0,Advanced,,20
R010356,29,Male,2,Intermediate,266,20
R040679,36,Male,3,Intermediate,211,20
R076804,58,Female,2,Beginner,304,20
R030526,35,Female,1,Beginner,310,21.8
R098266,62,Male,0,Advanced,,31.2
R053841,59,Male,0,Beginner,,34.1
R079732,42,Male,2,Intermediate,248,40
R050269,43,Male,0,Advanced,,46.9
R007426,30,Female,1,Intermediate,248,20
R090858,29,Female,3,Advanced,225,23.3
R048969,65,Male,5,Intermediate,220,20
R014985,28,Male,1,Beginner,281,20
R064858,33,Non-binary,2,Intermediate,290,20
R041635,43,Female,2,Intermediate,263,20
R004439,31,Non-binary,0,Intermediate,,20.5
R028575,47,Female,4,Intermediate,228,20
R066063,62,Female,4,Advanced,252,45.2
R062624,52,Male,1,Beginner,291,20
R001103,44,Male,2,Beginner,302,20
R063012,36,Female,4,Beginner,309,20
R030256,47,Male,0,Intermediate,,59.3
R035162,27,Female,3,Beginner,274,37.7
R099277,32,Female,1,Beginner,282,20
R071076,44,Male,2,Intermediate,249,20
R017419,41,Female,4,Intermediate,216,20
R044173,28,Male,0,Intermediate,,47.7
R035266,63,Female,4,Intermediate,267,20
R069387,53,Non-binary,0,Advanced,,29.6
R057245,36,Male,1,Beginner,294,20
R020347,46,Male,2,Intermediate,243,20
R054905,21,Male,1,Beginner,235,41.6
R084617,26,Male,1,Intermediate,259,38.1
R022419,55,Male,0,Intermediate,,20
R088546,56,Female,6,Beginner,273,20
R030539,23,Female,3,Intermediate,260,20
R095589,56,Female,1,Beginner,272,25.5
R010462,28,Male,0,Beginner,,28.8
R083861,27,Female,2,Beginner,279,20
R000265,24,Male,4,Beginner,286,53.1
R021853,50,Female,2,Beginner,281,20
R032748,37,Male,1,Beginner,302,26.6
R032031,57,Female,1,Beginner,271,20
R013422,61,Female,2,Beginner,317,26.4
R069269,19,Female,2,Beginner,305,20
R047804,41,Non-binary,3,Beginner,317,20
R043564,50,Male,5,Intermediate,235,47.1
R068471,33,Female,2,Beginner,274,20
R039910,60,Male,4,Beginner,273,20
R013044,37,Female,0,Beginner,,20
R043636,64,Male,4,Advanced,265,20
R060283,25,Female,2,Beginner,269,20.9
R013089,48,Male,2,Beginner,277,20
R010239,33,Male,2,Advanced,235,20
R061093,53,Male,3,Intermediate,266,104.1964282
R063674,61,Female,3,Advanced,215,44.9
R061241,38,Male,0,Beginner,,20
R032344,39,Male,4,Beginner,286,22.7
R035652,31,Male,1,Intermediate,233,20
R096836,63,Female,2,Intermediate,253,20
R007342,60,Female,2,Beginner,282,20
R008271,56,Female,3,Advanced,184,51.5
R025054,23,Female,1,Beginner,254,23.9
R021556,42,Male,2,Intermediate,256,47.6
R029290,21,Female,3,Intermediate,203,50.2
R052500,36,Female,3,Beginner,278,20
R084075,40,Male,3,Intermediate,237,20
R043692,55,Female,2,Intermediate,259,36.8
R046159,59,Female,2,Beginner,251,21.6
R044389,39,Female,3,Intermediate,264,29.9
R066653,35,Female,3,Advanced,215,20
R001326,19,Female,3,Intermediate,244,24.9
R018742,62,Female,0,Advanced,,45.8
R065916,57,Female,1,Beginner,270,43.6
R039919,41,Male,3,Intermediate,248,53.1
R051612,25,Male,0,Beginner,,50.5
R023422,36,Female,2,Beginner,305,20
R054635,52,Female,2,Beginner,305,20
R070195,39,Female,5,Beginner,258,20
R024160,40,Female,2,Beginner,245,20
R063034,64,Male,3,Intermediate,264,20
R094607,40,Female,5,Intermediate,283,20
R026983,40,Male,3,Beginner,261,26.7
R023263,61,Female,0,Advanced,,20
R032989,45,Non-binary,0,Intermediate,,20
R074248,30,Female,2,Beginner,312,20
R011927,24,Male,2,Advanced,241,44.5
R093227,44,Female,1,Beginner,299,106.922639
R068693,33,Female,4,Beginner,279,41.4
R082758,50,Male,5,Intermediate,224,21
R095336,21,Female,1,Beginner,274,50.3
R071330,43,Male,1,Intermediate,254,44.8
R075809,45,Male,1,Intermediate,222,20.7
R064616,52,Male,2,Intermediate,223,20
R008108,36,Female,0,Intermediate,,20
R096331,18,Male,7,Intermediate,262,20
R089185,35,Male,0,Advanced,,70
R081401,51,Male,3,Beginner,300,20
R029276,19,Male,1,Beginner,268,20
R009389,20,Female,3,Beginner,227,20
R091147,65,Female,0,Beginner,,20
R035594,46,Female,1,Beginner,258,22.5
R097486,63,Female,0,Beginner,,42.2
R021619,32,Female,2,Beginner,313,20
R041551,44,Female,1,Intermediate,272,41.8
R090546,45,Male,3,Intermediate,221,25
R089010,60,Male,4,Intermediate,241,20
R023447,52,Male,1,Beginner,294,20
R019997,40,Female,3,Beginner,250,20
R025121,22,Female,0,Intermediate,,20
R043788,37,Female,2,Advanced,218,20
R030920,49,Female,1,Intermediate,297,29.8
R058310,49,Male,1,Advanced,226,20
R074670,50,Non-binary,2,Advanced,231,27.4
R002196,36,Male,5,Beginner,281,20
R035569,34,Female,1,Beginner,249,20
R002370,56,Male,2,Beginner,288,48.6
R085733,55,Female,2,Intermediate,240,20
R061223,42,Female,2,Beginner,261,20
R027004,31,Male,3,Advanced,187,29.2
R095959,29,Male,1,Intermediate,253,109.2816105
R042518,44,Male,0,Beginner,,20
R046851,46,Male,2,Advanced,213,27.4
R066915,31,Female,0,Advanced,,76.1
R012907,38,Male,3,Advanced,197,110.785656
R015009,50,Male,1,Intermediate,235,55.9
R085624,22,Male,2,Beginner,290,24
R080234,60,Male,1,Beginner,280,25
R011820,46,Male,2,Beginner,284,42
R003562,21,Male,1,Beginner,304,20
R005574,38,Female,2,Intermediate,246,42.2
R015196,34,Non-binary,3,Intermediate,318,29.4
R007537,61,Female,4,Beginner,310,48.7
R066655,31,Male,0,Advanced,,22
R023656,45,Male,0,Intermediate,,20
R016227,18,Female,2,Beginner,295,30.3
R014367,21,Female,4,Intermediate,289,20
R099697,52,Male,2,Beginner,280,20
R086581,29,Male,2,Advanced,217,20
R019129,38,Non-binary,4,Beginner,288,38.9
R053107,38,Female,3,Beginner,265,20
R071211,56,Female,0,Beginner,,20
R041067,43,Female,1,Intermediate,298,40.6
R048761,45,Female,1,Beginner,275,20
R028419,23,Female,1,Beginner,237,23.5
R034460,24,Female,0,Intermediate,,20
R069220,21,Male,2,Beginner,245,20
R036922,52,Female,0,Advanced,,65.6
R075453,38,Male,2,Beginner,285,20
R048018,31,Male,1,Beginner,279,100.8285267
R063831,40,Male,0,Beginner,,20
R028650,29,Male,0,Beginner,,20
R083916,59,Female,1,Intermediate,221,20
R040115,52,Male,4,Intermediate,245,28.8
R032490,19,Female,1,Intermediate,246,20
R098489,59,Male,2,Beginner,306,30.9
R022313,47,Female,4,Intermediate,266,50.4
R041508,42,Female,6,Beginner,275,20
R000655,20,Male,3,Intermediate,307,26.3
R047182,39,Female,1,Beginner,321,43.6
R041547,21,Male,2,Beginner,236,21.8
R032267,57,Male,2,Intermediate,244,50.2
R020948,42,Male,1,Beginner,295,20
R064321,23,Male,2,Intermediate,236,62.2
R031045,53,Non-binary,0,Advanced,,68.6
R068401,52,Female,2,Intermediate,254,20
R077213,36,Male,0,Intermediate,,41.3
R088299,49,Male,1,Intermediate,261,45.9
R034437,41,Male,0,Advanced,,20
R091521,47,Male,2,Beginner,271,20
R053366,63,Female,3,Intermediate,228,32.4
R018421,32,Female,0,Beginner,,53.9
R043896,55,Male,1,Beginner,296,20
R047680,22,Female,4,Beginner,255,20
R096366,60,Male,3,Beginner,251,40.6
R097360,63,Male,1,Advanced,235,66.4
R072246,64,Female,1,Beginner,292,28.7
R026596,63,Non-binary,0,Beginner,,20
R023805,46,Male,2,Beginner,274,20
R065540,44,Female,4,Advanced,225,23.9
R079144,53,Female,2,Intermediate,238,39.5
R054164,47,Male,2,Intermediate,221,20
R059617,39,Male,1,Beginner,292,40.8
R007234,51,Male,2,Beginner,254,20
R058269,44,Female,0,Beginner,,20
R093451,20,Female,5,Intermediate,234,20
R075816,60,Male,1,Intermediate,283,20
R074402,44,Female,4,Intermediate,256,100.6275653
R051573,37,Male,1,Beginner,271,20
R087894,26,Male,1,Intermediate,252,21.6
R077351,22,Female,1,Advanced,218,24.9
R080063,39,Male,1,Beginner,312,20
R078895,24,Female,2,Advanced,209,20
R012902,54,Female,2,Beginner,298,28.5
R039130,63,Male,1,Beginner,307,20
R079910,47,Male,1,Intermediate,225,22.3
R063174,26,Male,0,Intermediate,,108.9492991
R065065,55,Male,2,Beginner,302,20
R036629,28,Female,0,Intermediate,,40.7
R028394,61,Female,0,Beginner,,35.7
R096009,44,Male,2,Intermediate,246,20
R054062,31,Female,5,Intermediate,291,20
R054740,48,Male,2,Advanced,277,41.1
R066039,28,Female,3,Advanced,228,36.9
R065127,40,Male,2,Intermediate,226,28.7
R030677,18,Non-binary,3,Beginner,285,20
R059139,20,Female,2,Intermediate,289,20
R097084,28,Female,2,Beginner,275,37.7
R090749,56,Male,2,Beginner,215,20
R087467,27,Female,3,Intermediate,244,34
R080309,50,Male,1,Beginner,331,20
R029431,38,Female,1,Intermediate,297,106.7099082
R066869,48,Male,1,Beginner,309,26.5
R097793,43,Female,2,Beginner,289,22.6
R050685,57,Female,2,Beginner,296,26
R098740,39,Male,1,Beginner,268,30.9
R021750,28,Female,2,Intermediate,241,23.9
R050192,33,Female,1,Beginner,251,20
R062043,27,Male,2,Beginner,234,20
R011694,49,Male,1,Advanced,245,28.2
R008541,33,Male,2,Beginner,304,20
R027738,27,Male,4,Beginner,305,20
R037014,60,Female,1,Beginner,272,28.5
R020578,35,Male,1,Beginner,327,37
R036232,44,Male,2,Beginner,201,29.8
R016295,21,Female,2,Beginner,277,21.6
R035851,48,Male,2,Beginner,302,20
R065223,56,Male,0,Beginner,,30.7
R027971,24,Female,2,Beginner,294,20
R046543,43,Male,0,Intermediate,,49.7
R019142,30,Male,1,Intermediate,273,20
R089424,58,Male,1,Beginner,241,20
R086373,61,Female,2,Beginner,306,22.4
R072795,42,Male,2,Beginner,317,29.8
R099963,38,Male,0,Advanced,,30.4
R044264,57,Non-binary,3,Beginner,314,33.3
R033270,21,Male,1,Intermediate,264,22.8
R021461,36,Male,1,Intermediate,230,41.5
R022629,19,Female,0,Beginner,,20
R074766,36,Male,3,Beginner,290,119.1407946
R066801,59,Female,1,Advanced,220,27.6
R032460,27,Non-binary,3,Beginner,279,20
R069292,20,Male,4,Beginner,290,37.6
R013897,65,Male,2,Intermediate,242,56.9
R086008,51,Female,1,Beginner,260,20
R054069,39,Female,2,Intermediate,245,31.1
R017635,61,Female,2,Beginner,313,104.4070148
R057317,22,Male,1,Intermediate,318,48.2
R025501,27,Female,2,Intermediate,231,20
R091115,40,Female,2,Beginner,254,20
R059965,49,Female,1,Intermediate,266,41.1
R008299,42,Female,2,Intermediate,257,27.3
R087384,53,Male,3,Beginner,292,20
R085643,51,Male,3,Beginner,305,20
R080717,34,Male,0,Beginner,,20
R097659,52,Female,2,Intermediate,235,20
R099680,60,Female,0,Advanced,,20
R091120,35,Female,4,Beginner,284,20
R079764,57,Female,2,Intermediate,280,23.3
R063637,55,Male,2,Beginner,253,41.1
R029109,29,Male,0,Beginner,,20
R030667,40,Female,0,Beginner,,59.4
R069227,46,Female,2,Beginner,288,23.5
R074342,61,Male,0,Beginner,,25.1
R093478,47,Non-binary,0,Beginner,,29.9
R011867,50,Female,2,Beginner,278,20
R066867,22,Male,1,Beginner,255,29
R025919,59,Male,2,Intermediate,262,20
R078551,58,Male,1,Advanced,218,50.7
R049766,20,Female,1,Advanced,221,68.5
R059343,56,Female,0,Beginner,,33.6
R096501,40,Non-binary,5,Beginner,291,20
R071993,24,Female,4,Beginner,316,20
R060822,28,Female,2,Intermediate,282,33.4
R059860,60,Female,0,Advanced,,100.2862799
R010628,47,Male,2,Beginner,326,38.1
R032749,56,Male,3,Intermediate,279,20
R059088,57,Female,4,Beginner,276,29.8
R049188,25,Female,1,Beginner,282,35.3
R031519,54,Female,1,Intermediate,278,34.1
R008233,50,Male,3,Beginner,267,20
R058924,61,Female,1,Intermediate,224,30.4
R005994,19,Female,3,Intermediate,215,29.9
R025103,60,Female,1,Beginner,281,20
R054391,43,Male,3,Beginner,278,20
R088049,57,Female,1,Intermediate,274,23.2
R097118,23,Female,0,Beginner,,21.5
R049103,46,Male,2,Intermediate,225,67.7
R013302,31,Female,0,Beginner,,45.3
R097155,42,Female,3,Beginner,233,21.9
R092290,44,Female,5,Intermediate,278,37
R063538,38,Female,1,Beginner,315,20.8
R066589,52,Female,2,Beginner,258,24.1
R093597,42,Female,2,Beginner,261,20
R052576,59,Male,1,Advanced,215,20
R029941,30,Female,3,Intermediate,264,42.9
R086778,48,Male,1,Beginner,310,20
R040684,65,Female,3,Beginner,331,39.8
R080621,30,Male,2,Intermediate,215,20
R050118,19,Male,2,Beginner,250,20
R029768,62,Female,3,Beginner,287,24.5
R027824,20,Female,3,Beginner,304,50.7
R032915,58,Non-binary,1,Beginner,277,22.2
R080004,38,Male,1,Beginner,297,31.3
R029974,34,Female,1,Beginner,268,43.8
